nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount,bimok
23885982,"2021년 10월 사업소 서울역사박물관 학예연구부 유물관리과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/23885982,사업소,서울역사박물관,학예연구부,유물관리과,,2021,10,,,,"서울역사박물관 유물관리과","2021-10-14 14:42","광화문홈플러스(종로구 새문안로 91)","부서운영에 필요한 물품구입(차종류 등)","유물관리과장 강성희 등 10명",카드,175000,부서
23985094,"2021년 10월 사업소 은평병원 약제과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/23985094,사업소,은평병원,약제과,,,2021,10,,,,"은평병원 약제과","2021-10-12 18:57","파리바게뜨 은평행복(응암로 247)","의료기관 인증 관련 업무협의 다과비용","약제과 직원 등 10명",카드,62800,부서
23985100,"2021년 10월 사업소 서울도서관 정보서비스과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/23985100,사업소,서울도서관,정보서비스과,,,2021,10,,,,"서울도서관 정보서비스과","2021-10-28 13:13","옵스 롯데본점(중구 남대문로 81, 지하1층)","부서 전직원 격려 간식비 지급","정보서비스과장 외 50명",카드,182200,부서
23985100,"2021년 10월 사업소 서울도서관 정보서비스과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/23985100,사업소,서울도서관,정보서비스과,,,2021,10,,,,"서울도서관 정보서비스과","2021-10-19 13:42","이마트24(서울시청점.중구 무교로 6.103호)","부서 전직원 격려 간식비 지급","정보서비스과장 외 50명",카드,145200,부서
23985100,"2021년 10월 사업소 서울도서관 정보서비스과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/23985100,사업소,서울도서관,정보서비스과,,,2021,10,,,,"서울도서관 정보서비스과","2021-10-19 13:16","보들미역(광화문SFC점.중구 세종대로136 서울파이낸스센터)","현업부서 직원 격려 식사비 지급","정보서비스과장 외 2명",카드,39000,부서
23985100,"2021년 10월 사업소 서울도서관 정보서비스과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/23985100,사업소,서울도서관,정보서비스과,,,2021,10,,,,"서울도서관 정보서비스과","2021-10-19 12:25","맨인커피(시청점.중구 무교로6. 을지로1가,금세기빌딩 지하1층 28호)","부서 전직원 격려 음료수비 지급","정보서비스과장 외 28명",제로페이,94900,부서
23985100,"2021년 10월 사업소 서울도서관 정보서비스과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/23985100,사업소,서울도서관,정보서비스과,,,2021,10,,,,"서울도서관 정보서비스과","2021-10-06 11:54",서울시청본관매점,"부서운영을 위한 다과 구입비 지급","정보서비스과장 외 28명",제로페이,200000,부서
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-29 12:12","신의주 찹쌀순대(서울시 중구 서소문로 128-3)","청렴시책 관련 관계자 간담회","감사위원장 등 4명",제로페이,40000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-29 13:01","참복집(서울시 중구 세종대로 14길 28-6)","자체감사 관련 관계자 간담회","감사담당관 등 3명",제로페이,84000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-27 12:30","창고43시청점(서울시 중구 서소문로 120)","감사위원회 운영 관련 간담회","감사위원장 등 4명",제로페이,95000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-27 13:11","동해일식(서울시 중구 무교로 16)","감사 현안 관련 검토 간담회","감사담당관 등 2명",제로페이,58000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-27 07:21","올래(서울시 중구 덕수궁길9)","행정감사 추진 관계자 격려 식사","감사총괄팀장 등 4명",제로페이,24500,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-26 12:58","ENA스위트호텔(서울시 중구 세종대로11길 36)","청렴시책 관련 관계자 간담회","감사담당관 등 3명",카드,87000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-26 12:46","복성각(서울시 중구 덕수궁길7)","공직기강 확립 관련 관계자 간담회","감사총괄팀장 등 4명",제로페이,100000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-22 20:29","미락식당(서울시 중구 서소문로 115)","자체감사 관련 관계자 간담회","감사위원장 등 4명",제로페이,104000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-22 12:21","잼배옥(서울시 중구 세종대로 9길 68-9)","자체감사 관련 관계자 간담회","감사위원장 등 3명",제로페이,38000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-21 11:54","무교원원대구탕(서울시 중구 세종대로11길 42)","공직기강 확립 관련 관계자 간담회","감사총괄팀장 등 4명",카드,61000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-20 20:21","한국관(서울시 중구 서소문로 115)","국정감사 추진 관계자 격려 식사","감사총괄팀장 등 6명",제로페이,180000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-20 07:08","올래(서울시 중구 덕수궁길9)","국정감사 준비 관계자 간담회","감사총괄팀장 등 13명",제로페이,41000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-19 21:01","비비큐치킨남대문점(서울시 중구 남대문시장4길 42-1)","국정감사 준비 관계자 격려 간식 구입","감사담당관 등 32명",카드,172000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-19 12:39","신의주 찹쌀순대(서울시 중구 서소문로 128-3)","국정감사 관련 간담회","감사총괄팀장 등 3명",제로페이,24000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-19 06:54","올래(서울시 중구 덕수궁길9)","국정감사 준비 관계자 격려 간식 구입","감사총괄팀장 등 10명",제로페이,35000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-18 19:20","무교원원대구탕(서울시 중구 세종대로11길 42)","국정감사 관련 간담회","감사담당관 등 4명",카드,78000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-18 12:53","차이797(서울시 중구 서소문로 120, 지하1층)","국정감사 관련 간담회","감사총괄팀장 등 6명",제로페이,152200,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-18 00:00",,"감사위원회 소속 직원 경조사비 지급",감사위원장,현금,50000,기관
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-15 12:35","대복(서울특별시 중구 세종대로14길 22)","자체감사 관련 관계자 간담회","감사담당관 등 3명",제로페이,81000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-14 20:10","송탄영빈루서소문점(서울시 중구 서소문로 131)","감사위원회 운영 관련 간담회","감사총괄팀장 등 6명",제로페이,190000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-14 20:15","서울삼계탕(서울시 중구 남대문로1길 55)","공직기강 확립 관련 관계자 간담회","감사담당관 등 2명",제로페이,35000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-14 12:14","만족오향족발(서울시 중구 서소문로 134-7)","이해충돌방지법 교육 참석자 간담회","감사총괄팀장 등 3명",제로페이,24500,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-13 20:52","제주성고기마루(서울시 중구 서소문로 115)","청렴시책 관련 관계자 간담회","감사담당관 등 3명",제로페이,82000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-13 12:38","신의주 찹쌀순대(서울시 중구 서소문로 128-3)","감사위원회 운영 관련 간담회","감사총괄팀장 등 4명",제로페이,38000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-12 19:54","한국관(서울시 중구 서소문로 115)","공직기강 확립 관련 관계자 간담회","감사담당관 등 3명",제로페이,66000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-12 12:28","월매네남원추어탕(서울시 중구 서소문로 109-8)","자체감사 관련 관계자 간담회","감사위원장 등 4명",제로페이,50000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-12 12:17","복성각(서울시 중구 덕수궁길7)","청렴시책 관련 관계자 간담회","감사총괄팀장 등 4명",제로페이,120000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-12 12:30","신호북창동점(서울시 중구 세종대로18길 16-7)","감사위원회 운영 관련 간담회","감사담당관 등 4명",제로페이,48000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-09 13:39","복성각(서울시 중구 덕수궁길7)","국정감사 관련 시장 업무보고회","감사총괄팀장 등 6명",제로페이,170000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-08 18:27","본도시락 서울시청점(서울시 중구 세종대로 66-5)","감사 현안 관련 검토 간담회","감사담당관 등 4명",카드,63300,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-08 14:57","도미노피자 서대문점(서울시 서대문구 냉천동 232)","감사현안업무 추진 직원 격려를 위한 간식 구입비 지급","감사위원회 소속 직원 35명",카드,300750,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-08 12:36","고려삼계탕(서울시 중구 서소문로11길 1)","자체감사 관련 관계자 간담회","감사위원장 등 4명",제로페이,86000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-07 19:43","둘둘치킨 시청점(서울시 중구 서소문로 136)","청렴시책 추진직원 격려를 위한 간식 구입비 지급","청렴TF팀 등 17명",카드,232000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-07 19:15","정동집(서울시 중구 서소문로 134-6)","감사 현안 관련 검토 간담회","감사담당관 등 4명",제로페이,40000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-07 16:50","서울시청매점(서울시 중구 덕수궁길 15)","부서운영 간식 구입비용 지급","감사담당관 직원 42명",카드,243600,부서
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-07 12:18","삼우정(서울시 중구 서소문로 134-12)","감사위원회 운영 관련 간담회","감사위원장 등 3명",제로페이,45000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-06 19:57","신의주 찹쌀순대(서울시 중구 서소문로 128-3)","감사 현안 관련 검토 간담회","감사위원장 등 4명",제로페이,32000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-06 15:51","도미노피자 서대문점(서울시 서대문구 냉천동 232)","감사현안업무 추진 직원 격려를 위한 간식 구입비 지급","감사담당관 소속 직원 37명",카드,307440,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-06 12:34","서라벌(서울시 중구 서소문로 101-1)","청렴시책 관련 관계자 간담회","감사담당관 등 4명",제로페이,60000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-05 12:41","삼우정(서울시 중구 서소문로 134-12)","적극행정 업무추진 관련 관계자 간담회","감사담당관 등 4명",제로페이,60000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-05 12:25","창고43시청점(서울시 중구 서소문로 120)","국정감사 준비 관련 간담회","감사위원장 등 4명",제로페이,70000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-01 13:31","서라벌(서울시 중구 서소문로 101-1)","감사 현안 관련 검토 간담회","감사담당관 등 4명",제로페이,60000,시책
24030664,"2021년 10월 서울시본청 감사위원회 감사담당관 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24030664,서울시본청,감사위원회,감사담당관,,,2021,10,,,,"감사위원회 감사담당관","2021-10-01 12:56","대복(서울특별시 중구 세종대로14길 22)","감사위원회 운영 관련 간담회","감사위원장 등 3명",제로페이,81000,시책
23918337,"2021년 10월 사업소 도시기반시설본부 시설국 안전관리과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/23918337,사업소,도시기반시설본부,시설국,안전관리과,,2021,10,,,,"도시기반시설본부 안전관리과","2021-10-05 11:40",손가명가,"안전관리방안 모색을 위한 간담회 개최","안전관리과장 외3명",제로페이,120000,부서
23918337,"2021년 10월 사업소 도시기반시설본부 시설국 안전관리과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/23918337,사업소,도시기반시설본부,시설국,안전관리과,,2021,10,,,,"도시기반시설본부 안전관리과","2021-10-01 13:14",손가명가,"직원격려 간담회비 지급","안전관리과장 외3명",제로페이,120000,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 시설보수과","2021-10-06 12:12","이지커피(인천시 부평구 화랑로 98)","탕비실 원두렌탈구입","시설보수과장 외15명",카드,140000,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 시설보수과","2021-10-06 10:59","이마트왕십리(성동구 왕십리광장로17)","사무실 부식 구매","시설보수과장 외15명",제로페이,247440,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 운영과","2021-10-19 10:10","이베이코리아 (강남구 역삼동 737)","10월 커피구매","운영과장 외 122명",카드,1136610,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 운영과","2021-10-06 11:06","이마트 왕십리점 (성동구 왕십리광장로 17)","운영과 회의용 음료 및 간식구매","운영과장 외 14명",제로페이,359350,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-29 18:21","ASAP PIZZA(동대문구 답십리로56길 21)","관리과직원 간담회비","관리과장 외6명",카드,45000,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-29 17:59","지코바치킨 용두점(동대문구 정릉천동로 58 136호)","관리과직원 간담회비","관리과장 외6명",카드,40400,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-27 16:15","삼첩분식 왕십리점(성동구 하왕십리동 989-74)","관리과직원 간담회비","관리과장 외7명",카드,55300,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-25 17:07","아웃백(광진구 능동로 92 스타시티몰)","관리과직원 간담회비","관리과장 외8명",제로페이,280900,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-21 19:42","고기선수촌(성동구 천계천로10가길 102)","관리과직원 간담회비","오영석 외5명",제로페이,166500,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-06 11:01","이마트 왕십리점(성동구 행당동 168-1)","기관 및 부서운영을 위한 내방객용 다과류 구매","소장 외20명",제로페이,398010,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-05 18:14","빛나는바다(동대문구 장한로21)","관리과직원 간담회비","임대석 외5명",카드,127000,부서
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-27 12:13","육대장(성동구 천호대로 440)","서공노 임원들과의 간담회비","소장 외3명",카드,91000,시책
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-19 19:39","대독장(동대문구 천호대로87길 14)","노후시설 정비관련 간담회비","소장 외4명",제로페이,88000,시책
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-18 12:15","나주곰탕(성동구 천호대로 420)","공단 파업관련 간담회비","소장 외4명",제로페이,62000,시책
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-15 11:58","한암동COF(중구 정동길 21-15)","슬러지 처리관련 간담회비","소장 외3명",제로페이,79000,시책
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-14 12:10","대감참치(동대문구 천호대로85길 11)","수처리운영 관련직원 간담회비","소장 외3명",제로페이,65000,시책
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-12 12:29","대감참치(동대문구 천호대로85길 11)","노조 임원들과의 간담회비","소장 외3명",제로페이,85000,시책
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-25 00:00",,"소속직원 경조사비 지급","중랑물재생센터 소장",현금,50000,기관
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-18 00:00",,"소속직원 경조사비 지급","중랑물재생센터 소장",현금,50000,기관
24051953,"2021년 10월 사업소 물재생센터 중랑물재생센터 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/24051953,사업소,물재생센터,중랑물재생센터,,,2021,10,,,,"중랑물재생센터 관리과","2021-10-07 00:00",,"소속직원 경조사비 지급","중랑물재생센터 소장",현금,100000,기관
24019598,"2021년 10월 서울시본청 주택정책실 주거정비과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/24019598,서울시본청,주택정책실,주거정비과,,,2021,10,,,,주거정비과,"2021-10-29 12:06","향촌(중구 서소문로 109-3)","정비사업 조합운영 실태점검 추진관련 간담회 비용 지급","주거정비과장외 9명",제로페이,55000,시책
24019598,"2021년 10월 서울시본청 주택정책실 주거정비과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/24019598,서울시본청,주택정책실,주거정비과,,,2021,10,,,,주거정비과,"2021-10-27 12:42","오리마당(중구 세종대로 92)","정비사업 의사진행 과정 공공지원 추진관련 간담회 비용 지급","주거정비과장외 4명",제로페이,83000,시책
